2.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,8.000000000000000000e+01
2.000000000000000000e+01,3.013681267875434600e+01,3.422628742465021645e+01,3.622110758447424672e+01,3.737354774746235364e+01,3.813414113358155078e+01,3.868772672287279590e+01,3.912009233557201071e+01,3.947558754658959401e+01,3.977933453166799893e+01,4.004673018080511326e+01,4.028791379204899670e+01,4.051005200614872592e+01,4.071860156730912905e+01,4.091806463661495030e+01,4.111248506490834842e+01,4.130581766736151650e+01,4.150225116211765197e+01,4.170654626413242028e+01,4.192445192348400695e+01,4.216328459396661543e+01,4.243280794498861752e+01,4.274666154088142633e+01,4.312482481683728253e+01,4.359813851500458526e+01,4.421719956002426244e+01,4.507132895893364832e+01,4.633295869210216722e+01,4.837282245698287397e+01,5.209320535619880843e+01,5.999999979398854322e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.632096330015813379e+01,3.054722945230601994e+01,3.328459518961454933e+01,3.513894230220564197e+01,3.647529010060632970e+01,3.749667346471792229e+01,3.831705512047815887e+01,3.900292337150145272e+01,3.959502045580633478e+01,4.011967245955750627e+01,4.059487304417041997e+01,4.103369273036583564e+01,4.144628969311352762e+01,4.184117198169708729e+01,4.222605802322704704e+01,4.260853450941278453e+01,4.299664078271224099e+01,4.339948203474645538e+01,4.382797689710478295e+01,4.429587856550998737e+01,4.482128569950837260e+01,4.542901345186876938e+01,4.615449925692890787e+01,4.705052972350224394e+01,4.819933080102336476e+01,4.973515761269108992e+01,5.188768337555495691e+01,5.506512579649876216e+01,5.999999918438829383e+01,6.790679382397242136e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.459981108650593029e+01,2.835707192347669547e+01,3.123110145947587313e+01,3.342233622194561349e+01,3.513140356289861188e+01,3.650662198533670733e+01,3.764853138917003150e+01,3.862403044990959700e+01,3.947815155403811360e+01,4.024206625672308490e+01,4.093821329864473313e+01,4.158355628551505845e+01,4.219169260297897495e+01,4.277427568499280142e+01,4.334204064816233171e+01,4.390562167459508913e+01,4.447629553267135094e+01,4.506676429990575627e+01,4.569209516527784842e+01,4.637096716680325414e+01,4.712744292483101560e+01,4.799360739229372541e+01,4.901362910984842358e+01,5.025015038691581992e+01,5.179443636467482293e+01,5.378228736249807440e+01,5.641749143823442125e+01,5.999999819615636909e+01,6.493487177757880602e+01,7.162717632375212418e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.372120914621902443e+01,2.705014573562254299e+01,2.986040255846870650e+01,3.218789763367414025e+01,3.412136602817388109e+01,3.574987962201683445e+01,3.714641811027026108e+01,3.836651560486130563e+01,3.945148918292760243e+01,4.043222785173035305e+01,4.133235775162938097e+01,4.217062665837677571e+01,4.296264889988013636e+01,4.372219766041293099e+01,4.446220736322283074e+01,4.519561616005960047e+01,4.593615552239529620e+01,4.669918461135415555e+01,4.750267243579600063e+01,4.836845214280723582e+01,4.932391156337815374e+01,5.040434419556457613e+01,5.165625950541517852e+01,5.314200644008441543e+01,5.494597698618959214e+01,5.718206409913094035e+01,5.999999686975109370e+01,6.358250380923826839e+01,6.811231342861158566e+01,7.366703970163419513e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.323487979315964580e+01,2.626189936513203094e+01,2.897246547557409002e+01,3.134748581532311817e+01,3.341628340095870442e+01,3.522511248750311097e+01,3.682074596318476267e+01,3.824412482785801615e+01,3.952906188428163148e+01,4.070299838873317100e+01,4.178836337887548069e+01,4.280394388367459158e+01,4.376607886904805866e+01,4.468965888695626631e+01,4.558897517775999830e+01,4.647848027165029805e+01,4.737352597330072967e+01,4.829114636942068017e+01,4.925095799833692922e+01,5.027625757062458689e+01,5.139540714486553696e+01,5.264359846343849370e+01,5.406505840481172243e+01,5.571563899566935163e+01,5.766540113891045394e+01,5.999999525947564649e+01,6.281792819647711212e+01,6.621770678871752125e+01,7.026483845419413399e+01,7.492866906418412043e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.295641069790280397e+01,2.579010651715026370e+01,2.842007424784056724e+01,3.081329685793832596e+01,3.297116940074944580e+01,3.491354111130409166e+01,3.666732859238762643e+01,3.826017604033824426e+01,3.971763533277731995e+01,4.106234064701031627e+01,4.231415370798637809e+01,4.349070685216218379e+01,4.460806403432358991e+01,4.568138407173455562e+01,4.672555442043807972e+01,4.775580400443777052e+01,4.878832195410281258e+01,4.984091711221694254e+01,5.093375582603595575e+01,5.209021319397940886e+01,5.333786116656462184e+01,5.470958427835246596e+01,5.624473680827297528e+01,5.799009013472387153e+01,5.999999343125490725e+01,6.233458770042290098e+01,6.505401394430469963e+01,6.820555675003335239e+01,7.180066456872229708e+01,7.578279811263210775e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.280065652368159235e+01,2.552204182814796241e+01,2.810442823815613522e+01,3.051445809105680951e+01,3.274155638024857495e+01,3.479055413450618772e+01,3.667485144516218298e+01,3.841161561711850680e+01,4.001896298429251431e+01,4.151457539691780596e+01,4.291520420325232976e+01,4.423666604033584804e+01,4.549408660761569223e+01,4.670225921132909264e+01,4.787605469401876235e+01,4.903085963512314294e+01,5.018304098471289620e+01,5.135044454967032124e+01,5.255293523959579716e+01,5.381297843995091057e+01,5.515624026139700220e+01,5.661214087052661625e+01,5.821421459182716518e+01,5.999999145993645300e+01,6.200989488542502670e+01,6.428434827818996666e+01,6.685798321798324650e+01,6.974984176159722438e+01,7.294946499635217663e+01,7.640185883092129870e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.272417361632811961e+01,2.539297611265263654e+01,2.796113889489382842e+01,3.039855102603607406e+01,3.269004405996182072e+01,3.483226779174867715e+01,3.682990765002732303e+01,3.869247223260519775e+01,4.043202584220929907e+01,4.206179402013653146e+01,4.359542194706914131e+01,4.504666678690804815e+01,4.642935743931524684e+01,4.775751176995288461e+01,4.904554580727224788e+01,5.030853915244090757e+01,5.156253808911318970e+01,5.282488514245506650e+01,5.411456241138876067e+01,5.545252531922690054e+01,5.686198080621628037e+01,5.836852456921383947e+01,5.999998942622628562e+01,6.178576640258537367e+01,6.375524652274079784e+01,6.593492743366725506e+01,6.834372898588237888e+01,7.098636215263383065e+01,7.384549486691210518e+01,7.687517222942338435e+01,8.000000000000000000e+01
2.000000000000000000e+01,2.270306188136132164e+01,2.536455019801851662e+01,2.794860032266296557e+01,3.042856320975209528e+01,3.278780122304783617e+01,3.501856553128784810e+01,3.712003936451731079e+01,3.909634007747385454e+01,4.095487440784083333e+01,4.270515318699123242e+01,4.435802308405937566e+01,4.592522203715974882e+01,4.741916491585939042e+01,4.885288494842060203e+01,5.024007793927543020e+01,5.159521340158387659e+01,5.293368739362671249e+01,5.427199582670957057e+01,5.562790423857431676e+01,5.702057989800262305e+01,5.847063333534043750e+01,5.999998741338472996e+01,6.163145235772453390e+01,6.338783839285156319e+01,6.529039753396408230e+01,6.735638608438755170e+01,6.959564324652052392e+01,7.200638307336423338e+01,7.457098013592215580e+01,7.725333523584043860e+01,8.000000000000000000e+01
