1.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,8.000000000000000000e+01
1.000000000000000000e+01,3.514669862562843150e+01,4.518271207368143649e+01,4.999778912420647714e+01,5.273143080309593245e+01,5.452000782091739950e+01,5.583749292710042766e+01,5.691308988381379663e+01,5.787721359741296112e+01,5.882106932406418309e+01,5.982944823466330320e+01,6.101365187416158165e+01,6.257444265387039906e+01,6.497163975715824336e+01,6.946210503936239888e+01,8.000000000000000000e+01
1.000000000000000000e+01,2.540408242883228240e+01,3.558636054489083023e+01,4.207701362004855383e+01,4.640792626725986736e+01,4.951110755347326631e+01,5.191687400367052874e+01,5.393765301074179774e+01,5.577469518177386476e+01,5.757761546418049647e+01,5.948307174042744094e+01,6.165071660811264564e+01,6.431247898416177122e+01,6.785001133540018259e+01,7.287678040029135218e+01,8.000000000000000000e+01
1.000000000000000000e+01,2.088327054480986789e+01,2.968163405700104818e+01,3.631597854383706903e+01,4.131215309242171685e+01,4.519962212204526963e+01,4.838124252336663744e+01,5.114595297370900084e+01,5.370629865476021081e+01,5.623162561045649710e+01,5.887450665475331846e+01,6.179366383369978166e+01,6.517474533926386471e+01,6.923914619998936359e+01,7.419500522640282725e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.844736569340614096e+01,2.594092659446643268e+01,3.219311340587697146e+01,3.732508543654466848e+01,4.159398531891946504e+01,4.526252099404175766e+01,4.855861770596735738e+01,5.167292085310148053e+01,5.476808166813197687e+01,5.798966543442956834e+01,6.147468673266929784e+01,6.535369233920457077e+01,6.973682289889057984e+01,7.466409430533060743e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.696526563434827040e+01,2.344159322158157721e+01,2.919046304865971564e+01,3.420108992896050637e+01,3.858871272304617861e+01,4.251623842791357077e+01,4.615307600301719049e+01,4.965868538354639128e+01,5.317811477454036861e+01,5.684138668216370860e+01,6.076172532334328480e+01,6.502851438599455491e+01,6.969035875103776334e+01,7.472454909602902262e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.597210362240535986e+01,2.166971760885189724e+01,2.692605563821982173e+01,3.170009850759146985e+01,3.604353721639116515e+01,4.006064399154915634e+01,4.387876249464144962e+01,4.763062990352653259e+01,5.144430536431940482e+01,5.543604119634159133e+01,5.970231349254557074e+01,6.430828113039261495e+01,6.927154862323688178e+01,7.454374332774770551e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.525343124642127002e+01,2.033911795320083016e+01,2.514394338777621130e+01,2.962971124679439328e+01,3.382469364337786288e+01,3.780403782725043982e+01,4.167070008047292617e+01,4.554076637159887042e+01,4.953243558286911252e+01,5.375615924633769538e+01,5.830320632010479187e+01,6.323074801979348081e+01,6.854381128376945753e+01,7.417887559172493184e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.470250341007889006e+01,1.928937956975393320e+01,2.368088871288980712e+01,2.785010944843203973e+01,3.182148828307546395e+01,3.566011359360182809e+01,3.945923362840096615e+01,4.332929991952690330e+01,4.738851134922050079e+01,5.175295388603530000e+01,5.652360452174244188e+01,6.176769334490708019e+01,6.749407290032256412e+01,7.362794775538255010e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.426720282414035879e+01,1.843500820284620900e+01,2.244012244559704783e+01,2.626834955096848745e+01,2.995103644689013578e+01,3.355569463568044597e+01,3.717682092000221417e+01,4.092868832888729003e+01,4.493935600845069445e+01,4.934354042684056907e+01,5.427056453592259544e+01,5.982234793776985526e+01,6.603683921723118999e+01,7.283884252948270444e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.393129968363633608e+01,1.774332797189348909e+01,2.137624331568369840e+01,2.483212986295473712e+01,2.815861331783616350e+01,3.143480758222761295e+01,3.476366708704014741e+01,3.826927646756934820e+01,4.209668392885441079e+01,4.641128727695369349e+01,5.139276525733750844e+01,5.721429465301854123e+01,6.399209350134967167e+01,7.169058314531707765e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.371466793851149291e+01,1.723076068540771644e+01,2.048939298228951600e+01,2.352531326733059558e+01,2.641647937927217527e+01,2.926125528835370204e+01,3.217376337836141431e+01,3.528806652549553746e+01,3.876681596244392836e+01,4.281215949478228566e+01,4.767491456345523204e+01,5.364997191561711531e+01,6.102665698983184939e+01,6.993139655043594871e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.369661138500192088e+01,1.697565384893636775e+01,1.982525466073605713e+01,2.236325084480595393e+01,2.472073564356822573e+01,2.701997081355361274e+01,2.938206461255627033e+01,3.194241029360748030e+01,3.487035390064347951e+01,3.839562017627628165e+01,4.284476158608401875e+01,4.868402145616285281e+01,5.653316599192467606e+01,6.700834606659486781e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.409612375255982286e+01,1.714998866459977833e+01,1.947272096691239440e+01,2.138169980758894440e+01,2.308324153664117517e+01,2.471582770973625287e+01,2.639211396470257398e+01,2.822915613573464455e+01,3.037656917024622061e+01,3.305520572359534270e+01,3.662449014844171558e+01,4.170818633102559403e+01,4.941363945510912004e+01,6.156882172401888198e+01,8.000000000000000000e+01
1.000000000000000000e+01,1.553789496063759046e+01,1.805545608999053897e+01,1.953394073472479420e+01,2.060758588199625052e+01,2.151470298567127060e+01,2.236798452404766380e+01,2.324140740078313172e+01,2.420553111438229976e+01,2.535156092101141923e+01,2.682414339941716008e+01,2.888980695306189261e+01,3.211059426438870901e+01,3.784438377346734228e+01,4.985330137437155429e+01,8.000000000000000000e+01
1.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,8.000000000000000000e+01
