3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
3.000000000000000000e+01,1.553789496063759046e+01,1.016383947858576775e+01,7.967474289105694218e+00,7.092536906627740834e+00,6.891307867009725641e+00,7.124199916495244977e+00,7.715891393567684275e+00,8.680015107166848765e+00,1.010777631345899863e+01,1.220074828075561335e+01,1.537475797769337937e+01,2.054412781876960281e+01,2.995276716206256395e+01,4.985330137437155429e+01,1.000000000000000000e+02
3.000000000000000000e+01,2.198774036396459763e+01,1.714998866459978188e+01,1.461352077120926829e+01,1.351136547039554259e+01,1.334849464491591320e+01,1.388960040540356999e+01,1.505935055060864336e+01,1.689639272164070860e+01,1.955034186591352707e+01,2.332045883187007362e+01,2.875415581124830311e+01,3.684898613532246259e+01,4.941363945510911293e+01,6.946043833542366031e+01,1.000000000000000000e+02
3.000000000000000000e+01,2.526307783062102175e+01,2.183485404463949209e+01,1.982525466073605713e+01,1.899090955882925158e+01,1.910170483685481457e+01,2.002635650959447844e+01,2.173551768182261057e+01,2.429586336287382053e+01,2.787673959668433454e+01,3.277658936956285629e+01,3.947242030010730218e+01,4.868402145616283860e+01,6.139236618762778619e+01,7.857481251221396690e+01,1.000000000000000000e+02
3.000000000000000000e+01,2.722971691388000437e+01,2.510109502260111469e+01,2.386173426826621480e+01,2.352531326733059203e+01,2.404105863407962218e+01,2.537860311429692572e+01,2.756050030421350527e+01,3.067480345134762842e+01,3.488416378838714138e+01,4.043673874958972192e+01,4.767491456345521783e+01,5.702231320159380346e+01,6.889699132702523343e+01,8.344644552580444952e+01,1.000000000000000000e+02
3.000000000000000000e+01,2.855469480229788104e+01,2.747807486361874396e+01,2.699527412239710245e+01,2.720755060814727955e+01,2.815861331783615640e+01,2.988649700930009345e+01,3.245307696938685638e+01,3.595868634991605006e+01,4.054837335592688419e+01,4.641128727695367928e+01,5.376818600253004377e+01,6.283332545973192396e+01,7.372684039307490877e+01,8.631397826397861195e+01,1.000000000000000000e+02
3.000000000000000000e+01,2.951098743169277583e+01,2.926123550717888833e+01,2.943373674955618213e+01,3.015100172502526021e+01,3.149934701981764817e+01,3.355569463568043886e+01,3.640662421411776961e+01,4.015849162300284547e+01,4.493935600845068024e+01,5.089185099976806725e+01,5.815321670997934689e+01,6.681596224172895404e+01,7.686306652156386576e+01,8.808262713703510371e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.022801941729433750e+01,3.062214298384785849e+01,3.132743564362345978e+01,3.246337252257993811e+01,3.413207840072874433e+01,3.643031029948625132e+01,3.945923362840095905e+01,4.332929991952689619e+01,4.815870805510491692e+01,5.406354400368856261e+01,6.113686759589032249e+01,6.941424027564070798e+01,7.882683631441648231e+01,8.915346376259799399e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.077894725363671569e+01,3.167188136729475190e+01,3.279049031850986040e+01,3.424297432094229521e+01,3.613528376103114681e+01,3.857423453313487016e+01,4.167070008047292617e+01,4.554076637159885621e+01,5.030263228875353576e+01,5.606674936399096509e+01,6.291646939425267959e+01,7.087729495052711570e+01,7.987657469786337572e+01,8.970439159894036152e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.121588822995777690e+01,3.249594491318457301e+01,3.391966994217894182e+01,3.558275068164823551e+01,3.759184778931867754e+01,4.006064399154914923e+01,4.310856578875701217e+01,4.686043319764208093e+01,5.144430536431939061e+01,5.698435176926909662e+01,6.358496566660232929e+01,7.130189543435173505e+01,8.009777592756955755e+01,8.978752793530011900e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.158866075300981890e+01,3.317634011330683563e+01,3.480949385537311969e+01,3.657651067415304880e+01,3.858871272304617150e+01,4.096792785498604417e+01,4.384248588536389946e+01,4.734809526589309314e+01,5.162980420161284201e+01,5.684138668216369439e+01,6.313714606853582012e+01,7.064754519270795186e+01,7.942510564276301466e+01,8.934794421469055692e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.196241466877465598e+01,3.381126093165983093e+01,3.556545469185367381e+01,3.732508543654466848e+01,3.921856457372692262e+01,4.137986881998497779e+01,4.394535463181944834e+01,4.705965777895357149e+01,5.088542949407520410e+01,5.561424468923702591e+01,6.147468673266929784e+01,6.872603362518127312e+01,7.760715723608397809e+01,8.817914328069912244e+01,1.000000000000000000e+02
3.000000000000000000e+01,3.244973699042897408e+01,3.454083425270417251e+01,3.631597854383707613e+01,3.793981180644502160e+01,3.958059131533186559e+01,4.138762821940751024e+01,4.349940604297534463e+01,4.605975172402655460e+01,4.923801130649736990e+01,5.325547584803990731e+01,5.842132254772307931e+01,6.517474533926387892e+01,7.409834639569248793e+01,8.576147167202194055e+01,1.000000000000000000e+02
